spa,guc
pero moises no tuvo miedo,nnojoishi mmoluin moises
como vamos a reaccionar,kasache waa'inrajatka
se acercan acontecimientos emocionantes,yapainjana waya süpüla tü alatajatkat makalaka jülüjüinjachin waa'in je'waa mayaashije'e nnojolin we'rüin nia
por que,jamüsü nnojotka sütüjaain aa'u
decidio pedir consejo,ef
c como nos bendice jehova,kasa sünainpünaaka anain wakuwa'ipa nutuma je'waa
no,nm mat
ponga un ejemplo,püküja tü alatakat sümüin wanee wawala
se han cambiado los nombres,nnojotsü shiain tü nanülia shiimainsükat
de febrero de,oju'itaka pe'ureero'u
vea la ilustracion del principio,piirakaa sümüin tü ayaakuaakat
b cual fue el resultado,kasa eeka sünainjee naainjüin tia
bendijo jehova sus esfuerzos,akaaliinjünüshiche eduardo nutuma je'waa
por que,makatüshii naya nepialu'u
que nos ense a esto,kasa shikirajaka anain waya tia
de hecho hay serios peligros,luc
pero hay un limite,nnojoliipeje'e asülajüin waya waneepia
compare con pedro,pu'wanaajire'era sümaa pedro
b que decisiones bendice jehova,nm kasa naainjüinjatka wanee anoujüshi süpüla anainjatüin sukuwa'ipa tü naa'inrajatkat
lea hebreos y juan,yaa'aleekaja'a aneerüin sukuwa'ipa nuu'ulaale wanee anoujüshi ni'yataain nümüin je'waa süpüleerua wanee kasa naa'inrajatka paashaje'era hebreokana otta juan
le serviria incluso bajo persecucion,luc
los felicitamos por ello,naya wawalayuukana wepelisitaajüinjana naya
los incluimos en nuestras oraciones,wakaaliinjüinjana naya sülatalaa sümüle wanee kasa mojusü namüin gal ped
que puede hacerme el hombre,nnojoleechi taya mmolüin seema tü saa'inreetkat tü ta'ünüükolüirua heb
como se cumplen estas palabras,jamüsü shikeraajia tia pütchikat
sus familias tienen enormes problemas,washinnuushii maa'ulu na wayuu ta'yataajiraapu'ukana amaa akanasa'a nnojoliin talatüin naya
lea mateo,sükajee tia we'rüin shiimain tü nümakat jesuu paashaje'era mateo
asi que animo,püchechera paa'in süka nükaaliinjeechin pia je'waa
se han cambiado los nombres,nnojotsü shiain tü nanülia shiimainsükat
de septiembre de,oju'itaka settienpüro'u
por que nos observa jehova,jamüshii nünanajaka waya je'waa
claro que no,nnojottaa
que hay de nosotros hoy,nünanajüinche waya je'waa
de que maneras,müleka ni'rüle kaainjaleein waya naapirüin waya sükajee tü sümakat tü wiwüliakat
ponga un ejemplo,püküja süchiki tü alatakat nümüin wanee wawala
cuales son sus motivos,nnojotsü kee'ireein naa'in mojeein waa'in nutuma
no busca herir nuestros sentimientos,tü kee'ireekat naa'in shia nükaaliinjeein waya
ambos eran precursores regulares,pürekutsoot rekulaat naya piamale'eya
y asi sucedio,aa nükaaliinjüin naya
que puede ayudarle a aguantar,kasa waa'inrajatka süpüla wachecherüin waa'in
vea la ilustracion del principio,piirakaa sümüin tü ayaakuaa sulu'ukat süpüna
indice,pütchi sulu'uka
quien puede ver el futuro,jaraiche atüjaaka saa'u tü alateetkat mapeena
le gustaria conocer el futuro,pütüjawee aa'u kaseerüin alatüin mapeena
a muchas personas si,wainma na atüjaweekana saa'u tia
por ejemplo,eeshii na ajatakana tia otta na o'tchejaakana sümaa
tema de portada,pütchi sünainka süta tü rewiisütakat
todos pensamos en el futuro,jülüjüsü naa'in wanee wayuu tü nukuwa'ipainjatkat watta ka'i
sera destruida la tierra,aja'tteetche eera tü mmakat
puede alguien saberlo,eeshiche chi atüjaakai saa'u tia
cuantos aciertos ha tenido,nüküjatüjülia saainjünüinjatüin wanee kasa süpülapünaa saainjünüin isaias nm
se cumplio esta profecia,ekeraajüsüche tü nümakat maleiwa
que dicen los historiadores,kasa naküjaka na ashajüliikana süchiki kasa alatüirü
al contrario barrieron con ella,nnojorüleesia kasain apütaain süchikijee
por que tiene tanto exito,jamüshi matüjüinka je'waa o'tchejawaa sümaa wanee pütchi
le gustaria saber cual es,pütüjawee aa'u jameerüin sukuwa'ipa wayuu so'u palitchon ka'i
antonio hola luis,luii ani'iya anashi
que bueno verlo de nuevo,antoonio anuu talü'üjüin pümüin tü rewiisütakat aapiria wayuu sümaa despertad
luis lo mismo digo,aainjünaka jekenainka
antonio si digame,antoonio ajaa
antonio gracias por preguntarmelo,antoonio anashija'a süka paapirüin taya süchiki tia
luis si tiene razon,luii shiimainsa'aya
luis me lo imaginaba,luii shiaja'a tamaka
antonio entiendo,antoonio shiimainpaja'a tü pümakat
luis de acuerdo,luii anakaja'a
luis mediante jesus,luii nia jesuu
antonio exacto,antoonio ajüüsa paajüin
antonio eso es,antoonio nia'aya
luis que interesante,luii müsülan sukuwa'ipa
luis claro,luii anakaja'a
antonio gracias,antoonio ajaa
habia leido ese texto antes,paashaje'erapu'uin pütchikat tüü sümaiwa paala
antonio es bastante conocido,antoonio wainma wayuu atüjaaka saa'u pütchikat tüü
analicemoslo bien,anashii wekirajaale sünain
luis fe,luii anoujüinjana waya
luis ah pues ahi esta,luii shia'aya tia
antonio claro,shiimain junoujüin nünain jesuu
antonio si pudiera ser,antoonio eesüja'a süpüla shiain tia
jesus mismo lo uso,otta cho'ujaasü waküjüinjatüin shia sümüin wayuu
podria leer juan,anuu wanee nünüiki jesuu sünain o'uraajaa nümüin maleiwa yaasü sulu'u juan nm
luis si,luii anakaja'a
antonio muchas gracias,antoonio ajaa
por que lo habra hecho,jamüsüche nüküjaka sümüin wayuu kasaichin nünülia maleiwa
luis eh,luii jamüin paajüin
seguramente jesus sabia esto,nütüjaa aa'u jesuu tia
luis por supuesto,luii nütüjaa aa'uluja'a
luis como,luii sulu'u jamüin shia
no entiendo,antoonio ajaa anuu sukuwa'ipa
luis es cierto,luii shiimainsa'aya tü pümakat
luis si,luii ajaa pii'iyata maa tamüin
veamos ahora juan,tü waleejüinjatkat joolu'u shia juan yala saja'ttiamüin
quiere leer la parte final,paashaje'era maa wa'le
antonio gracias,antoonio ajaa
luis sin duda,luii müsüsa'aya
luis me parece bien,luii ajaa anakaja'a
lea juan,paashaje'era juan
lea revelacion apocalipsis,paashaje'era alateetkat mapeena apocalipsis
de ningun modo,nnojo
lea juan,paashaje'era juan
lea revelacion,paashaje'era alateetkat mapeena
ponga un ejemplo,püküja wanee shiyaawatia
por que es importante esto,jamüsü watüjaainjatka saa'u tü sulu'ukat saa'in tü wayuukalüirua
que le diriamos,kasa eeka süpüla waküjüin namüin
como podriamos ayudarla,jamüinjatü wanüiki nümüin chi wayuu makai anoula
como podriamos ayudarla,wee'iyata nümüin eere sümüin müiria nnojolüin ouktaa
probablemente dira que si,eeshija'a süpüla aa nümüin
por que empleaba jesus ilustraciones,jamüshi nikirajaka jesuu süka tü kasa e'nnaajünakat sainküin mma sutuma wayuu
veamos otro ejemplo,wekirajaa sünain wanee sukuwa'ipa
que haria usted,eeshija'a süpüla tachiajaajeechi nia nümüin wamüin chia wayuukai prov
por que contesta asi,jamüsü maka pünüiki
que agradecidos podemos estarle,waapa ma'in tü analu'utkat nümüin je'waa saa'u naapüin wamüin tü cho'ujaakat süpüla wekeraajüin tü wa'yataainkat nümüin
de enero de,eneero'u
como podemos aplicar esta regla,kasa waa'inrajatka süpüla we'itaain sulu'u wakuwa'ipa tia pütchikat
basicamente haciendo dos cosas,waainjüinjatü piamasü kasa
lo estamos demostrando,pii'iyatüinche süka pukuwa'ipa kojutüin pümüin nepia na wayuukana aluw
que es lo que quiere,kasakai naashajaaka achiki
como podemos lograrlo,kasa waa'inrajatka süpüla wainküin tia
tome esta es para usted,anuu tü pümüinjatkat
por que lo hizo,suunjulaka naya saa'u tü shipiakat
pero que ocurrio despues,nalatirüin wainma juya sünain naainjüin tia
b quienes sobrevivieron,jaralii na o'ttaakana
pero de pronto se retiraron,nuwuinje'eraka shia so'u juyakat tia
gracias a eso sobrevivieron,o'ttaashii naya sükajee noonooin sümaa nünüiki jesuu
las congregaciones estaban bien organizadas,nnojoishii walakaain na anoujüshiikana
que analizara el proximo articulo,kaseerü wekirajaaka anain sünain tü wanee ekirajaayakat
estamos progresando espiritualmente,koo'omüinsüche wanoula
que espera jehova de nosotros,kasa nuchuntaka je'waa wamüin
vea la ilustracion del principio,piirakaa sümüin tü ayaakuaakat
por que podemos asegurarlo,jamüsü watüjaaka saa'u tia
que sucedera a continuacion,map kaseerü alataka süchikijee tia
pensemos en los israelitas,müle shia natuma anainjatü nakuwa'ipa sutuma
leo la biblia a diario,taashaje'erüinche waneepia tü wiwüliakat
indice,pütchi sulu'uka
una epidemia mundial,ouktüsü ma'in wayuu sutuma akaijaa
que piensa dios del tabaco,anasüche nümüin maleiwa sükaijüle wayuu
preguntas sobre la biblia,susouktaka e'ipajee tü wiwüliakat
de que se trata,kasa saainjaka süpüla suu'ulaain suulia akaijaa
veamos,wekirajaa süchiki tia
como logro dejar el habito,kasaka naainjüin süpüla nuu'ulaain suulia akaijaa
sabia que fumar estaba mal,makalaka nütüjaain aa'u mojuin shia
que lo ayudo,kasaka akaaliinjüin nia
no se desanime,nnojo mojuin paa'in isale püchiki puu'ulaain suulia akaijaa
lea isaias,paashaje'era isaias
lea deuteronomio,paashaje'era deuteronomio
lea eclesiastes y miqueas,paashaje'era eclesiastes otta miqueas
lea salmo e isaias,paashaje'era salmo otta isaias
que significa amar a dios,jarat tü sukuwa'ipakat süpüla alinjachin wapüla je'waa
a que es el amor,kasa waa'inrajatka süpüla alinjanain waya nüpüla je'waa
que significa amar a jehova,jarat tü sukuwa'ipakat süpüla alinjachin wapüla je'waa
que razones tenemos para hacerlo,kasa alinjachika aa'ujee nia wapüla
como podemos demostrarle nuestro amor,kasa waa'inrajatka süpüla wee'iyatüin alin wapüla je'waa
con todo es posible amarlo,juan
el escritor abraham c,sünain tü karaloukta kanüliakat man does not stand alone el hombre no esta solo müshi abraham c
tiene sentido buscar a dios,eeshiche süpüla wantüin nünain maleiwa
es posible encontrarlo,jamüsa'a shia
b con toda el alma,nm
c con toda la mente,süka tü jülüjakat waa'in
orando con regularidad,o'uraajüinjana waya waneepia
quien es nuestro projimo,jaralii na wayuu alinjanakana wapüla
y como podemos demostrarle amor,kasa waa'inrajatka süpüla wee'iyatüin sünain alin naya wapüla
este articulo contestara esas preguntas,wekirajaajeerü anain tia pütchikat sünain ekirajaayakat tüü
vea la ilustracion del principio,piirakaa sümüin tü ayaakuaakat
sigamos la regla de oro,waa'inrüinjatü tü nümakat jesuu sulu'u mateo
amemos a nuestros enemigos,alinjana wapüla na wa'ünüükana
no seamos criticones,nnojoluinjatü mojuin wanüiki süchiki wayuu
que leccion tan impresionante,eesü waainjüle wanee kasa mojuleeka suulia tü naainjakat chia wayuukai
el amor no es celoso,aire wapüla wayuu nnojoleerü achunjain w aa'in
mejor es perdonar y olvidar,shia anaka alu'u motule waa'in tü kasa mojusü saainjakat wayuu wamüin
que nos ense a esto,kasa shikirajaka anain waya tia
acaso hay una bendicion mayor,eesüche wanee kasa analeeka suulia tia nnojorüleeja'a
que quiso decir,nm
y como nos beneficiara hacerlo,jamalu'ulu tü nümakat pablo
por que,ef
ponga un ejemplo,pi'itaa wanee shiyaawatia
claro que no,nnojoishi jashichin nia nümüin
que hicieron algunos testigos,wanaa sümaa nüpütüin shia chi su'wayuusekai süma'ale'eya tü piamasükat süchonnii kasa naainjaka na wawalayuukana süpüla nakaaliinjüin shia
se ha cambiado el nombre,nnojotsü shiain tü sünülia shiimainsükat
de un ejemplo,püküja süchi wanee sukuwa'ipa
vea la ilustracion del principio,piirakaa sümüin tü ayaakuaa sulu'ukat süpana
lo felicitamos,anasia'aya ma'in tia paainjakat müsüche wanüiki nümüin
se ha cambiado el nombre,niainjachi o'uniraka naya sulu'umüin tü mma pi'reetkat
indice,pütchi sulu'uka
cuantas cosas malas,all rights reserved
tiene dios la culpa,niache maleiwa kasitka tü kasa mojusükat
sera el karma,nayataapa ne'e na wayuukana kasirüin tü kasa mojusükat
se han cambiado los nombres,nnojotsü shiain tü sünülia shiimainsükat
es cierto eso,shiimaincheje'e tia
de ningun modo,nnojo
deberia intervenir dios,jamüshii nnojoliika nükaaliinjüin waya maleiwa
donde esta pensaba,jalashiche eera nia
le habra pasado algo,maa müshi taya kasataaka alatüin nümüin
george,george
nicole,nicole
stephen,stephen
escuche,paapaja nanüiki
ore,pu'uraaja namaa
george,george
hable,yootoo pia namaa
nicole,nicole
como pueden imitarlo los padres,kasa naainjüinjatka na kachonshiikana süpüla nashatüin nukuwa'ipa je'waa
estan cansados,mapüsataapa ne'e naya
se sienten mal,mojusüche naa'in sutuma tia
lea filipenses,paashaje'era filipos
lea santiago,paashaje'era santiago
nunca descuidemos este hermoso privilegio,makalaka wo'uraajüinjanain waneepia
lea salmo,paashaje'era salmo
a que habia predicho moises,jamüsü nünüiki moises
podriamos hacernos las siguientes preguntas,eesü süpüla müin wanüiki
lea timoteo,paashaje'era timoteo
por que razon,jamüsü nnojotka nayaawatüin saa'u
vea la ilustracion del principio,piirakaa sümüin tü ayaakuaa sulu'ukat süpana
que significo esto para timoteo,kasa shikirajaka anain timoteo tia pütchikat
que significa esta ilustracion,kasa kayaawaseka nutuma pablo tü piichi miyo'ukat otta tü iita sulu'ukat
que es un testigo,jamüshi ayateechika'a ni'raajünüin je'waa
analicemos estas preguntas,wekirajaa sünain pütchikalüirua tüü
b como reacciono el profeta,kasa aluwataanaka anain isaias nutuma je'waa
que significa el nombre jehova,jamalu'ulu tü anülieekat je'waa
lo que significa,jamalu'ulu tü anülieekat je'waa
por que es apropiado,jamüsü pansaaka shia sümaa tü nukuwa'ipakat
jehova creo todas las cosas,nukumajala je'waa süpüshua'a tü kasa yaakat saa'u tü mmakat otta tü kasa chakat iipünaa
lo que revela,kasa watüjaaka aa'u sünainjee tü nünüliakat
lea juan,je antüshi taya sa'akamüin wayuu süpüla tee'iyatüinjatüin tü shiimüinkat sümüin müshi jesuu ni'ipomüin poncio pilato chi aluwataakai saa'u judea paashaje'era juan
vea la ilustracion del principio,piirakaa sümüin tü ayaakuaa sulu'ukat süpana
nunca nos rindamos,ayata waa'inrüin tü wamakat nümüin je'waa wanaa sümaa waapüin waa'in nümüin
b que debemos continuar haciendo,kasa wayuu tü ayatüinjatkat waa'inrüin
indice,pütchi sulu'uka
se interesa dios por usted,jülüjüshiche pia naa'in maleiwa
dios cuida de usted,naa'inmajüin pia maleiwa
dios lo comprende,nütüjaa aa'u maleiwa jamüin maka'a paa'in
dios lo consuela,nümüliajüin paa'in maleiwa
se interesa dios por usted,jülüjüshiche pia naa'in maleiwa
por que,jamüshiiche manoujüinka naya sünain tia
salmo nueva traduccion viviente,salmo nm je'waa nünülia maleiwa saashin tü wiwüliakat
asi que huyo al desierto,so'u wanee ka'i mojutsat sarai sümüin agar
en que sentido,jamalu'ulu tia
que quiere decir esto,jamalu'ulu tia
los testigos de jehova,aluwataaushikana
nuestros lectores quieren saber,natüjaweeka aa'u na wayuukana
nadie responde el padre,nnojoishi jarülin akumajüin nia eetüjüiya nümaiwa müshija'a nüshikai nümüin
dios siempre ha existido,nunoujüinja'a jintüikai nünüiki nüshi
veamos la siguiente ilustracion,alu'ujasa'a nümüin je'waa nnojotsü kakaliashaatain maa'atsü ma'aka saa'in wanee ka'i
como aparecio,jaraika kakumalain shia
lea juan,paashaje'era juan
lea timoteo,paashaje'era timoteo
lea juan,paashaje'era juan
respetan el nombre de dios,kojutüsü namüin tü nünüliakat maleiwa salmo
lea mateo hechos y,paashaje'era mateo aluwataaushikana otta
vea la ilustracion del principio,piirakaa sümüin tü ayaakuaakat
b que preguntas contestaremos,kasaichi sünülia tü pütchi wekirajaainjatkalü anain
quienes quedaron con vida,jaraliika'a naya mekiisatshiikana wayuu nnojoliikana ouktüin
de un ejemplo,püküja wanee sukuwa'ipa
yo mismo ciertamente te ayudare,shiimüin sünain meerüin tia so'u palit ka'i
como se prepararia,malaaka'a joo puluwataanüin nüma'anamüin wayuu eekai müin aka chia
entonces lea revelacion,paashaje'era nümüin alateetkat mapeena
nos dirige a la leccion,aküjünüsü yala shikirajaanüinjatüin anain tü ekirajaayakat
con que fin,jamüsü maka'a sukuwa'ipa nutuma pablo
por que no los prueba,aneerü puu'ulaküle shia'ayaa
entonces lea revelacion lealo,paashaje'era alateetkat mapeena
y entonces le leyo salmo,saashaje'erakalaka tü wawalakat salmo
usemosla siempre que podamos,shia anaka alu'u wekirajüle wayuu süka wiwüliakat
a que nos promete jehova,kaseerü naainjaka je'waa warütkaale nünainmüin naashin
que idea tan animadora,anakatche ma'in tia
de que debemos convencernos,kasa jülüjüinjatka waa'in nüchiki maleiwa
que ocurrio despues,kasa alataka mapa süchikijee tia
b que paso al final,kasa naainjaka je'waa mapa süchikijee tia
ellos son casi el doble,jamüsüche naa'in asa sutuma tia
derroto a los etiopes,akanaluushii na etiopekana nutuma je'waa
cuanto se lo agradecemos,anashaatakatche ma'in nukuwa'ipa je'waa
vea la ilustracion del principio,piirakaa sümüin tü ayaakuaa sulu'ukat süpana
cuanto se lo agradecemos,jamüshii nayaka'a nüneeküin je'waa na wayuukana süpüla nashajüinjatüin tü wiwüliakat
y justo asi sucedio,nm
que aprendemos de esto,kasa shikirajaka anain waya tia
nunca nos alejemos de jehova,nnojo pükatalaain nuulia je'waa
para nosotros tambien lo es,nm
anden en el,nm
vea la ilustracion del principio,piirakaa sümüin tü ayaakuaakat
cual es la leccion,kasa shikirajaka anain waya tia
que hizo jehova,kasaka naainjüin je'waa naka naya wayuu e'rüliikana wayumüin
